group,model,trait,alpha,omega,alpha_ci_low,alpha_ci_high,omega_ci_low,omega_ci_high,human_alpha,human_omega,human_alpha_ci_low,human_alpha_ci_high,human_omega_ci_low,human_omega_ci_high,alpha_diff_ai_minus_human,omega_diff_ai_minus_human,n_used_human,n_used_ai,alpha_diff_ci_low,alpha_diff_ci_high,alpha_perm_p,omega_diff_ci_low,omega_diff_ci_high,omega_perm_p,alpha_perm_p_fdr,omega_perm_p_fdr
AI,gpt-5.4,Extraversion,0.9541878972749773,,0.9441965473542755,0.9566310095507877,,,0.9077708834721376,0.9086292156654785,0.9004360190009201,0.913560782297276,0.8961178725022649,0.9106381853761177,0.04641701380283969,,,,,,,,,,,
AI,gpt-5.4-mini,Extraversion,0.9405175095250045,0.9463173893559484,0.934073291400473,0.9489329612776526,0.9372963300122068,0.9547819187503597,0.9077708834721376,0.9086292156654785,0.9004360190009201,0.913560782297276,0.8961178725022649,0.9106381853761177,0.03274662605286682,0.03768817369046995,,,,,,,,,,
AI,gpt-5.4-nano,Extraversion,0.9445877288026989,0.9489277928362589,0.9422295657871012,0.9472588493534163,0.9469635474963969,0.951168765616398,0.9077708834721376,0.9086292156654785,0.9004360190009201,0.913560782297276,0.8961178725022649,0.9106381853761177,0.03681684533056129,0.04029857717078045,,,,,,,,,,
AI,claude-haiku-4.5,Openness,0.8382179815748667,0.8911778318933773,0.8024365921727368,0.8736481224861116,0.8615364099133881,0.9112102460244973,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,0.028580173751400983,0.07903253957669965,,,,,,,,,,
AI,claude-sonnet-4.6,Openness,0.0345558252249044,,-0.014028523958990834,-0.002863610282793466,1.1983289976714528e-29,2.3772806263204387e-22,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,-0.7750819825985613,,,,,,,,,,,
AI,deepseek-v3.2,Openness,0.8213427650753211,0.8233289686999907,0.8124323162253018,0.8368904858157696,0.8156671116529952,0.8401854352339357,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,0.011704957251855386,0.01118367638331308,,,,,,,,,,
AI,gemini-3-flash-preview,Openness,0.7630026975880327,0.7630661411110383,0.7382324333375755,0.7846293001768503,0.7551246887868837,0.8181437948743135,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,-0.046635110235432986,-0.049079151205639326,,,,,,,,,,
AI,gemini-3.1-flash-lite-preview,Openness,0.8174692634099066,0.8704520697070817,0.8041401721046965,0.8387553494540121,0.860628195715227,0.88341274161156,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,0.007831455586440828,0.05830677739040402,,,,,,,,,,
AI,gpt-5.4,Openness,0.8249514604056053,0.8128765733679767,0.819853542366123,0.8362362011662794,0.8066863258267358,0.843185119944913,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,0.01531365258213957,0.0007312810512990486,,,,,,,,,,
AI,gpt-5.4-mini,Openness,0.7571525153141193,,0.6797380142352091,0.7951553980731025,,,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,-0.052485292509346415,,,,,,,,,,,
AI,gpt-5.4-nano,Openness,0.2830992072982203,0.41751848328267066,0.1391720956968073,0.27560340389197047,0.3226276878420059,0.4498825884313494,0.8096378078234657,0.8121452923166776,0.8053307949776354,0.8352472215492237,0.7966240952006769,0.8282444953657631,-0.5265386005252455,-0.394626809034007,,,,,,,,,,
